timestamp,accX,accY,accZ
0,2.566077581520398,2.844068163704522,11.422991141665175
20,3.1966529316698558,2.0692120438826054,5.984506593770606
40,0.3920245377895766,-2.6118259848051135,6.276900366458463
60,-2.6085716712996767,-3.283989158324288,11.984869688989537
80,-3.8841265058153356,0.7684456120701697,15.158826232695814
100,-0.08335842613405076,2.950492095969683,10.827640318363038
120,2.4565102883795236,2.0459770943838897,5.2014307732717455
140,3.898004526151059,-1.0955873073381683,6.3824179584914
160,0.8373639054119016,-3.7565484283365054,12.560031807970386
180,-2.4217818676660983,-0.8278631363347855,21.11841465341949
200,-3.66472948805138,2.57530272479209,10.201068600421932
220,4.4001153363558885,3.09763002424693,5.675712588407928
240,2.514620305748114,-0.657168835313059,13.594715617264804
260,3.2385887391850554,-3.7092656995258912,13.819010452908786
280,-0.04927085513674223,-2.8099146163368602,13.552845347169471
300,-3.089530584407175,2.508458570114893,8.761141334702025
320,-3.540213756876147,3.8735962682943006,4.054823213523299
340,-0.7268842605755723,0.40937165603585757,8.443752494484212
360,8.507565882856003,-2.606182339582843,15.068832603087582
380,3.435289272758709,-3.4590741413070427,12.011595206999292
400,0.0469205702442867,0.005838284843077246,6.490239393071651
420,-3.93021813878078,3.780213753089389,12.065327536401657
440,-4.471701361344114,1.6590148647311953,9.985335344139727
460,0.15211552959163036,-2.1051594586937163,14.17936362658021
480,9.58554028953387,-3.871790102932451,10.225205223631983
500,3.496864097393467,-0.34538129563505127,12.296857664276835
520,0.07990744798734203,2.846206815669279,5.654964456110383
540,-3.0405524264677104,3.540733362744068,11.582936636975614
560,-3.0196681012165287,-0.5542567520109688,14.733322795470176
580,-0.3175964582437556,-3.738867041863729,9.773285279433516
600,4.140600927953606,4.520209150346444,4.820206044875761
620,11.022567096719666,1.956997369710318,7.769117025223272
640,-0.6958013995228175,3.7403635555675843,14.100599914977515
660,-4.295551244568036,1.011023868668068,14.206943063848977
680,-3.8368059473834952,-2.4130787018254023,14.599664396048633
700,-0.4017220975337695,2.9984091774011405,5.311526071818765
720,3.1588200430436446,1.147621021853261,8.230638198340518
740,3.1461009106840367,3.42754884275195,14.528987453583301
760,0.16111610155261613,1.22894458738927,12.614302434639622
780,0.6410723099411784,-2.207111542383673,5.902640639202077
800,1.826911864743742,-3.2063713172415387,5.723333026778368
820,1.0761914076028751,-0.4614929707684953,18.813595516521538
840,3.613488065790327,4.021480028785006,13.99320271091863
860,2.546260906896495,2.0218072058296825,11.521581671513006
880,-0.6655617874113231,-1.7321686419183684,6.354837416693751
900,-3.5974579921422665,-3.1724745022832863,5.980653105793562
920,-3.8982057153141003,-0.5805501305584495,11.732259171284044
940,0.17545504276646756,2.6895291235678953,15.071246054334956
960,4.011551761496204,2.945120351682032,10.929927243040115
980,3.912238940556157,0.05950325670299475,4.957782211156591
1000,-0.37492090966998703,-3.581442721284976,7.540032968137422
1020,-3.1145376156192786,-1.8753478241294927,13.292568287941153
1040,2.6123259915307835,1.686448088107364,14.729332006272745
1060,1.40518696039195,3.9382547251398847,8.536183555771707
1080,4.505327596797766,1.5145187984134139,10.479316299224381
1100,2.806717737949702,-3.564988065412903,13.29481956405165
1120,-0.3523232319333206,-2.6433021774457752,15.017042224301447
1140,-4.418838538000005,5.261806806796759,13.457183180980193
1160,-3.063952723224168,3.8883000360775233,6.310733429257757
1180,1.183596516486185,1.835721479452636,5.410754707523916
1200,4.143653598727976,-1.2227051430782727,10.412581467765534
1220,2.4755785749682975,-3.792117054411902,15.625856058152106
1240,-1.2227943503057475,-0.41564103827311316,11.098279281029374
1260,-3.7309787096325353,3.3959157216480467,5.7206545102971145
1280,-2.2475392732908563,2.6892885430260605,6.206368604759293
1300,0.5618488390849703,-1.4809904390592812,12.6292977259108
1320,9.182567546137465,-4.2380676141665665,14.272232856623281
1340,2.8486200889925186,-1.5335504269855313,10.130922427957955
1360,-1.079816595942868,1.4941482769228482,5.364267590320801
1380,-3.8388862128292147,3.686886988394283,7.45095504396786
1400,-2.2027039487897535,1.3259307677819816,13.625750927303455
1420,1.8557332271412226,-2.8754661130055403,14.552330887912
1440,4.743002160342412,-2.7335647551462774,9.632425764492076
1460,3.394313073951837,1.4852824399287128,4.376276402792119
1480,-1.4239839847767481,10.200020269169627,8.54571249778223
1500,-3.3923479703862105,1.9552638266231348,13.681792273559509
1520,-2.205173438011446,3.951281112155366,13.381255960547763
1540,1.0536512821303858,-2.6276004815271765,7.1395328204200865
1560,3.266284898177718,-0.3612564942632719,4.370997904989774
1580,2.7567581123368248,3.688719710593591,10.452219719816625
1600,-1.0185748734193778,2.960678287705804,14.50498009869774
1620,-4.1881059469032635,-1.0802269276827525,12.161122699451067
1640,-2.230811694861875,-4.180985988005298,6.41151716933877
1660,2.2492391955334012,-2.096011518221059,4.810025587969973
1680,4.793412176647176,3.038040976636325,12.016231736054651
1700,1.7125208284630093,4.068401168964183,13.823883773436293
1720,-2.5095052336483525,-0.32308009410371935,11.308956573781396
1740,-4.507293077285552,-3.2871964662457573,5.181340164984758
1760,-1.5824493893380123,-2.953197095797498,6.525626189044473
1780,9.723713132583754,1.9139415573101282,13.514737443755617
1800,3.7995025288111446,4.0403424549534215,14.36012983107603
1820,2.8997393712434834,1.5003748261578498,10.088563777008078
1840,-2.6992885578624506,4.693760426044326,4.148067597929565
1860,-3.373113178448933,1.567306453429488,8.538633088627677
1880,-2.5375458652269947,0.7527563519269873,14.631439483746526
1900,2.318175701247001,3.0282641639881582,20.698649603311033
1920,4.588191802652904,1.8408109595601894,7.472711295156033
1940,2.243441891150029,-2.2858280534484354,5.475431109766463
1960,-2.0550547204334726,-3.9215615996225908,10.087167587386375
1980,-4.476802838489245,5.490383023432924,14.872672097046054
