timestamp,accX,accY,accZ
0,-0.04533806725124684,-0.060867418715549064,9.851353378414398
20,0.01992581329521345,0.03808465583845566,9.782189088753533
40,-0.08746309456414772,-0.01295316779320381,9.846165908753198
60,-0.0706925929804473,-0.11672048665657017,9.763871423665535
80,0.08890404731262697,-0.005144169796108419,9.803419536720321
100,-0.05332853598403717,0.06473441023329046,9.806981252672148
120,0.020030254151345434,-0.08103642613673832,9.889629932534033
140,-0.004103868903118493,0.048414957579386714,9.902967928427369
160,0.09060544926155534,-0.08773660472237327,9.716222216982223
180,-0.006153186023052662,0.07719445021539825,9.842588668966988
200,-0.05869055338866633,0.11200756583402183,9.744141251230198
220,-0.014379593691012896,0.1060272808258017,9.794397410871003
240,-0.0869478625060139,0.03729769304210165,9.681481243244681
260,0.03131217496989874,0.09605058071166689,9.736819792019357
280,-0.1102385144008656,0.08205292938290895,9.805785564650378
300,0.03202370398858051,-0.038134798858825675,9.688220127050753
320,0.009404195275558275,-0.04552654348323733,9.762768985847808
340,0.024865296351555155,0.03125379845697124,9.895230898287492
360,-0.05125089641252567,0.03342476194754734,9.790641580418704
380,0.10308180165938635,0.10179353209488712,9.845654729031992
400,-0.08510157355657741,-0.08351409548984345,9.838250516914313
420,-0.07973813147003504,-0.0421069774712239,9.796402505638786
440,0.02141157044679795,0.016663093484021563,9.883152644382134
460,0.009883468605648316,-0.11911413987889811,9.89412200125159
480,-0.04883109998630793,-0.11917867856932145,9.917183350890078
500,-0.09339920709838195,0.09649978027084352,9.86401475545931
520,-0.06868864254792431,0.047090901496535775,9.773739471960992
540,0.07520407757288258,0.09728993218651485,9.873372735364264
560,-0.11058968739082564,-0.07283103280131661,9.70579062131852
580,-0.08510786855850788,-0.022743344616375005,9.782630867030678
600,-0.0224720879593919,0.04764555033179296,9.891951770575615
620,-0.07336228016423454,-0.012249348002333182,9.826803209587322
640,-0.008486313305961002,0.09876473371977268,9.778832621346838
660,0.0741797421580968,0.0007388730775160085,9.787452388580807
680,0.06571310149244478,0.03340241471239572,9.748542176987494
700,-0.0682571359999614,-0.08131051376669596,9.793380444369213
720,0.015342512834024713,0.05788010893791218,9.847741517396184
740,-0.04781414110195793,-0.10902525680120634,9.910780262674852
760,-0.08384709456012437,-0.04649923311672316,9.791511677295418
780,0.07273046459855126,0.05265087822345357,9.86267528536473
800,-0.09424897067857776,-0.05182931830546593,9.844370040867751
820,-0.11000586331601607,0.11218805787242944,9.764864040091982
840,-0.11019085772812004,-0.08050355202248163,9.751498073842729
860,0.07924083097270712,-0.006261529635460034,9.90287606332239
880,0.0624628779099872,0.04766320721982639,9.84485163904831
900,-0.02094605158974447,-0.08161336122952799,9.771394461853601
920,0.03478224964505386,0.088512152484753,9.716163009809987
940,0.08763776537304815,0.09000991246083934,9.818398180980052
960,-0.11806779415694198,-0.060721587505162974,9.907029156514099
980,-0.10527785533280055,-0.09727002156028122,9.683595183507503
1000,-0.09394360241671844,-0.048635726663786655,9.763409307607954
1020,0.020371115724557326,-0.10053627474760382,9.784990106160103
1040,0.03890124069420664,0.10771546159521606,9.861357145149617
1060,0.09121966664559855,0.061692957704001766,9.748438611388533
1080,0.056582163725934,-0.10644851386423969,9.884573487142655
1100,0.021848454262565542,0.07016858770395201,9.74047074312953
1120,-0.10112875321826277,0.04420217176755281,9.771540164804932
1140,-0.04607110747374381,0.026928554994141568,9.786214271418798
1160,0.05258085914370733,-0.04293863615458085,9.884682311461088
1180,0.032282074067016414,-0.05774177223359991,9.72793643614266
1200,-0.11612801110567672,0.03541687169120114,9.872359641953382
1220,0.055105725153564544,-0.050991758649876096,9.680142972811414
1240,0.09205007071758828,-0.08497658855740832,9.755049087488024
1260,0.039227499426834095,0.08183769526403276,9.786994374710767
1280,-0.10916001573973719,0.03811233847175066,9.772643837319391
1300,-0.035110351313056995,-0.056169624087121214,9.777806990702397
1320,-0.10906011383808642,-0.10457233911656176,9.699260572880029
1340,-0.06815948953317269,-0.06361209930444675,9.725731563327082
1360,0.0831380749435108,0.08155424536229636,9.722635057098621
1380,0.1050516109431745,-0.05756319116282495,9.798303626308423
1400,0.044525804957250475,0.09351337936787787,9.876089225355603
1420,-0.10182773808246007,0.11622049023380171,9.837541855768693
1440,-0.0860732799350142,-0.017483527153588627,9.737638225556122
1460,-0.01594626005933794,-0.07810005832368769,9.776278541489498
1480,-0.05018721275953408,-0.06229927846768822,9.684465876902303
1500,0.11990285726106265,-0.019157720793923957,9.79790787409868
1520,0.013891127705728312,-0.06438740873632792,9.704102385099736
1540,-0.08433988722859323,0.05304214645582481,9.692874463412926
1560,-0.01608333477522235,0.07028581956296259,9.809748396604173
1580,-0.02757612630633595,0.11886867799172016,9.886066722238812
1600,-0.028585294671980926,0.05346326450048797,9.877181617322915
1620,0.023122346350217177,-0.04725242173669732,9.719013090702283
1640,-0.07773091610740507,0.11965760694728145,9.695635850201826
1660,0.04409099477842926,0.023485719961679474,9.84691092846888
1680,-0.1165972909545382,-0.013483013686556106,9.723893625118503
1700,-0.048379430540948565,-0.11299323125156142,9.719999230989943
1720,-0.07648628060801566,0.0924573122974969,9.792101253301668
1740,0.004590921963033526,-0.10521650898017848,9.768713576367912
1760,0.11971152368230703,0.05614179242591055,9.789073064344668
1780,0.001567892955194966,-0.00231678613084417,9.84168443611272
1800,-0.0364864976352839,-0.08914873556617031,9.748133189715974
1820,0.07678848770232538,-0.02402714171622876,9.880796516050086
1840,-0.10321308103599436,0.03668353003260824,9.69002942536425
1860,-0.04041041939154452,0.0622597633944495,9.88936159095219
1880,-0.02846331457359637,0.026398229887548086,9.910653271914544
1900,0.11886320095643332,0.037584680978172524,9.775881675381552
1920,0.05126531389328337,0.08527723582745994,9.71299764795565
1940,-0.05742130645630532,0.0027702946839941733,9.845277828765767
1960,-0.02850462723290527,0.031125023314609895,9.831858529430415
1980,-0.0721398276830155,-0.04822398587796829,9.854164414627846
